fips15,census_tract,census_block,ward_2010,anc_2010
110010084101012,0084,1012,6,6A
110010065001003,0065,1003,6,6B
110010062021008,0062,1008,6,6C
110010041001000,0041,1000,2,2D
110010062021182,0062,1182,2,2A
110010096011007,0096,1007,7,7D
110010095012003,0095,2003,5,5A
110010094004015,0094,4015,5,5C
110010039002011,0039,2011,1,1C
110010106002009,0106,2009,5,5E
110010058002000,0058,2000,2,2C
110010022012008,0022,2008,4,4D
110010095052013,0095,2013,4,4B
110010004002013,0004,2013,3,3C
110010008014007,0008,4007,3,3D
110010033011000,0033,1000,5,5E
110010095041009,0095,1009,5,5B
110010023021026,0023,1026,5,5E
110010107001003,0107,1003,2,2B
110010036001001,0036,1001,1,1B
110010028011003,0028,1003,1,1A
110010073043004,0073,3004,8,8C
110010017022017,0017,2017,4,4B
110010076012012,0076,2012,8,8A
110010020012005,0020,2005,4,4A
110010011002016,0011,2016,3,3E
110010041003007,0041,3007,2,2D
110010033021001,0033,1001,5,5E
110010094004013,0094,4013,5,5B
110010032002001,0032,2001,1,1A
110010076032009,0076,2009,7,7B
110010081003000,0081,3000,6,6A
110010107002015,0107,2015,2,2B
110010017021017,0017,1017,4,4B
110010044002009,0044,2009,1,1B
110010077072006,0077,2006,7,7E
110010030002004,0030,2004,1,1A
110010044001012,0044,1012,1,1B
110010004002001,0004,2001,3,3C
110010031001010,0031,1010,1,1A
110010083011006,0083,1006,6,6C
110010024001000,0024,1000,4,4C
110010023012004,0023,2004,4,4D
110010076041008,0076,1008,7,7B
110010103003000,0103,3000,4,4B
110010067003008,0067,3008,6,6B
110010077092001,0077,2001,7,7B
110010012002007,0012,2007,3,3F
110010048021004,0048,1004,6,6E
110010111002028,0111,2028,5,5C
110010064002001,0064,2001,6,6D
110010075031018,0075,1018,8,8A
110010095092009,0095,2009,5,5A
110010080021007,0080,1007,6,6A
110010077091027,0077,1027,7,7B
110010048022005,0048,2005,6,6E
110010044002006,0044,2006,1,1B
110010096031001,0096,1001,7,7F
110010062021070,0062,1070,2,2A
110010090001003,0090,1003,5,5C
110010017021010,0017,1010,4,4B
110010017021025,0017,1025,4,4B
110010073011017,0073,1017,8,8C
110010067003004,0067,3004,6,6B
110010069002010,0069,2010,6,6B
110010111002020,0111,2020,5,5C
110010019022001,0019,2001,4,4B
110010103001007,0103,1007,4,4A
110010095071002,0095,1002,4,4B
110010064001006,0064,1006,6,6D
110010104002021,0104,2021,8,8C
110010093013012,0093,3012,5,5B
110010016003003,0016,3003,4,4A
110010111003021,0111,3021,5,5C
110010103001012,0103,1012,4,4B
110010062021100,0062,1100,2,2C
110010006002000,0006,2000,3,3C
110010102002013,0102,2013,6,6D
110010103001016,0103,1016,4,4B
110010093011004,0093,1004,5,5B
110010111001015,0111,1015,5,5C
110010073011005,0073,1005,8,8C
110010077081002,0077,1002,7,7F
110010074042006,0074,2006,8,8E
110010058001043,0058,1043,2,2C
110010019013001,0019,3001,4,4B
110010082002018,0082,2018,6,6C
110010074043003,0074,3003,8,8E
110010044001007,0044,1007,1,1B
110010033021002,0033,1002,5,5E
110010016004029,0016,4029,4,4A
110010106002057,0106,2057,6,6C
110010094001004,0094,1004,5,5B
110010011002006,0011,2006,3,3E
110010042012001,0042,2001,1,1C
110010095032005,0095,2005,5,5B
110010076033003,0076,3003,7,7B
110010010016016,0010,6016,3,3E
110010021011005,0021,1005,4,4B
110010062021040,0062,1040,2,2A
110010059001028,0059,1028,2,2C
110010062021060,0062,1060,2,2A
110010019011000,0019,1000,4,4B
110010101001020,0101,1020,2,2C
110010027023013,0027,3013,1,1D
110010019021012,0019,1012,4,4B
110010096011039,0096,1039,7,7D
110010079031010,0079,1010,7,7D
110010072001024,0072,1024,6,6D
110010023012010,0023,2010,4,4C
110010084021006,0084,1006,6,6A
110010104002030,0104,2030,8,8C
110010013022009,0013,2009,3,3C
110010065002007,0065,2007,6,6B
110010032004001,0032,4001,1,1A
110010105002018,0105,2018,6,6D
110010058001014,0058,1014,2,2C
110010072002049,0072,2049,6,6D
110010016004036,0016,4036,4,4A
110010072002040,0072,2040,6,6B
110010077071006,0077,1006,7,7E
110010076031006,0076,1006,7,7B
110010015002007,0015,2007,3,3G
110010004001005,0004,1005,3,3C
110010096041006,0096,1006,7,7D
110010025012012,0025,2012,4,4C
110010028012004,0028,2004,1,1A
110010069001016,0069,1016,6,6B
110010111003015,0111,3015,5,5C
110010024002006,0024,2006,4,4C
110010062021015,0062,1015,2,2C
110010059001041,0059,1041,2,2C
110010064002015,0064,2015,6,6D
110010004002008,0004,2008,3,3C
110010062021091,0062,1091,2,2A
110010092011011,0092,1011,5,5E
110010104002019,0104,2019,8,8C
110010102002024,0102,2024,6,6D
110010009013008,0009,3008,3,3D
110010076042012,0076,2012,7,7B
110010006004002,0006,4002,3,3F
110010053013005,0053,3005,2,2B
110010079031001,0079,1001,7,7D
110010089042002,0089,2002,5,5D
110010062021037,0062,1037,2,2A
110010092011002,0092,1002,5,5E
110010070002018,0070,2018,6,6B
110010101001004,0101,1004,2,2F
110010074081006,0074,1006,8,8B
110010031001001,0031,1001,1,1A
110010001001005,0001,1005,2,2E
110010092031004,0092,1004,5,5E
110010098011009,0098,1009,8,8C
110010083021001,0083,1001,6,6C
110010058001001,0058,1001,2,2C
110010047012007,0047,2007,6,6E
110010023021025,0023,1025,5,5E
110010096042004,0096,2004,7,7D
110010072002051,0072,2051,6,6D
110010062021139,0062,1139,6,6B
110010076032006,0076,2006,7,7B
110010062021047,0062,1047,2,2A
110010072002050,0072,2050,6,6D
110010062021216,0062,1216,2,2A
110010006002006,0006,2006,3,3C
110010076015003,0076,5003,7,7B
110010088022003,0088,2003,5,5D
110010027023009,0027,3009,1,1D
110010065002008,0065,2008,6,6B
110010104001000,0104,1000,8,8C
110010102002000,0102,2000,6,6D
110010101001003,0101,1003,2,2F
110010075041004,0075,1004,8,8B
110010013011012,0013,1012,3,3F
110010080011004,0080,1004,6,6A
110010013011002,0013,1002,3,3F
110010104002001,0104,2001,8,8C
110010048011024,0048,1024,5,5E
110010017021011,0017,1011,4,4B
110010083012000,0083,2000,6,6C
110010078062010,0078,2010,7,7D
110010011004013,0011,4013,3,3E
110010044001016,0044,1016,1,1B
110010017021023,0017,1023,4,4B
110010049022006,0049,2006,2,2F
110010011004009,0011,4009,3,3E
110010076015008,0076,5008,8,8A
110010032003004,0032,3004,1,1A
110010050024001,0050,4001,2,2F
110010074072010,0074,2010,8,8A
110010064002026,0064,2026,6,6D
110010078031004,0078,1004,7,7F
110010110003002,0110,3002,6,6D
110010099021009,0099,1009,7,7E
110010019021010,0019,1010,4,4B
110010031001011,0031,1011,1,1A
110010022011009,0022,1009,4,4D
110010029001002,0029,1002,1,1A
110010096042009,0096,2009,7,7D
110010095082001,0095,2001,5,5A
110010022011007,0022,1007,4,4D
110010095042008,0095,2008,5,5A
110010111001035,0111,1035,5,5C
110010016003001,0016,3001,4,4A
110010072002012,0072,2012,6,6B
110010084101017,0084,1017,6,6A
110010077091011,0077,1011,7,7B
110010055001014,0055,1014,2,2B
110010101001001,0101,1001,2,2C
110010078071011,0078,1011,7,7C
110010076012008,0076,2008,8,8A
110010010014024,0010,4024,3,3E
110010004001021,0004,1021,3,3C
110010072001014,0072,1014,6,6D
110010062021072,0062,1072,2,2A
110010076013012,0076,3012,8,8A
110010008013029,0008,3029,3,3D
110010010012032,0010,2032,3,3E
110010111001023,0111,1023,5,5C
110010005022003,0005,2003,3,3C
110010076014005,0076,4005,8,8A
110010022012013,0022,2013,4,4D
110010024004006,0024,4006,4,4C
110010096042011,0096,2011,7,7F
110010106002016,0106,2016,6,6C
110010074081009,0074,1009,8,8B
110010072002030,0072,2030,6,6D
110010023021002,0023,1002,5,5A
110010095032011,0095,2011,5,5B
110010016003007,0016,3007,4,4A
110010069002002,0069,2002,6,6B
110010014021007,0014,1007,3,3G
110010094002005,0094,2005,5,5B
110010018041001,0018,1001,4,4A
110010048011021,0048,1021,6,6E
110010041003009,0041,3009,2,2D
110010003002000,0003,2000,3,3B
110010021012001,0021,2001,4,4D
110010073011097,0073,1097,8,8D
110010025023004,0025,3004,4,4C
110010038002000,0038,2000,1,1C
110010040013000,0040,3000,1,1C
110010041003021,0041,3021,2,2D
110010078071007,0078,1007,7,7C
110010077092009,0077,2009,7,7B
110010064002003,0064,2003,6,6D
110010049012009,0049,2009,2,2F
110010080013001,0080,3001,6,6A
110010075041007,0075,1007,8,8A
110010106002051,0106,2051,6,6C
110010108002017,0108,2017,2,2A
110010048022002,0048,2002,6,6E
110010102002038,0102,2038,6,6D
110010095013003,0095,3003,5,5A
110010078072006,0078,2006,7,7C
110010068022011,0068,2011,6,6B
110010073042000,0073,2000,8,8E
110010001004014,0001,4014,2,2E
110010033022000,0033,2000,5,5E
110010070001003,0070,1003,6,6B
110010013022011,0013,2011,3,3C
110010106002012,0106,2012,6,6C
110010034001001,0034,1001,1,1B
110010062021122,0062,1122,6,6C
110010028022002,0028,2002,1,1A
110010033013005,0033,3005,5,5E
110010010012009,0010,2009,3,3E
110010077082015,0077,2015,7,7B
110010088042007,0088,2007,5,5D
110010073011059,0073,1059,8,8D
110010093014004,0093,4004,5,5B
110010098111001,0098,1001,8,8D
110010001004039,0001,4039,2,2E
110010010016007,0010,6007,3,3E
110010076032003,0076,2003,7,7B
110010107001027,0107,1027,2,2B
110010008012001,0008,2001,3,3D
110010104002003,0104,2003,8,8C
110010111003014,0111,3014,5,5C
110010076034002,0076,4002,7,7B
110010050022005,0050,2005,2,2F
110010084101009,0084,1009,6,6A
110010074031004,0074,1004,8,8E
110010004001016,0004,1016,3,3C
110010011004017,0011,4017,3,3E
110010092041001,0092,1001,5,5E
110010099051011,0099,1011,7,7E
110010095053017,0095,3017,4,4B
110010077091012,0077,1012,7,7B
110010022023001,0022,3001,4,4D
110010062021020,0062,1020,2,2C
110010078042001,0078,2001,7,7C
110010079011002,0079,1002,6,6A
110010062021135,0062,1135,2,2C
110010021021003,0021,1003,4,4B
110010105002024,0105,2024,6,6D
110010064001001,0064,1001,6,6D
110010015004015,0015,4015,3,3G
110010005021014,0005,1014,3,3C
110010020021022,0020,1022,4,4C
110010001004015,0001,4015,2,2E
110010010022002,0010,2002,3,3C
110010074011013,0074,1013,8,8A
110010102002040,0102,2040,6,6D
110010055002002,0055,2002,2,2A
110010070001010,0070,1010,6,6B
110010056001004,0056,1004,2,2A
110010001002000,0001,2000,2,2E
110010072002016,0072,2016,6,6B
110010055003007,0055,3007,2,2A
110010069002011,0069,2011,6,6B
110010093013010,0093,3010,5,5B
110010095083006,0095,3006,5,5A
110010033011002,0033,1002,5,5E
110010095053003,0095,3003,4,4B
110010062021103,0062,1103,2,2C
110010042022003,0042,2003,2,2B
110010066001014,0066,1014,6,6B
110010009011013,0009,1013,3,3D
110010020021024,0020,1024,4,4C
110010111003012,0111,3012,5,5C
110010027013002,0027,3002,1,1D
110010078034005,0078,4005,7,7D
110010095041017,0095,1017,5,5B
110010098011014,0098,1014,8,8C
110010015002011,0015,2011,3,3G
110010074043001,0074,3001,8,8E
110010016004016,0016,4016,4,4A
110010041001004,0041,1004,2,2D
110010078041000,0078,1000,7,7C
110010011002007,0011,2007,3,3E
110010078042011,0078,2011,7,7C
110010002021000,0002,1000,2,2E
110010087011010,0087,1010,5,5E
110010001004024,0001,4024,2,2E
110010093013005,0093,3005,5,5B
110010074081007,0074,1007,8,8B
110010076041000,0076,1000,7,7B
110010107002014,0107,2014,2,2B
110010075031007,0075,1007,8,8A
110010095032004,0095,2004,5,5A
110010099022006,0099,2006,7,7E
110010019011008,0019,1008,4,4B
110010016001010,0016,1010,4,4A
110010065002012,0065,2012,6,6B
110010111002008,0111,2008,5,5C
110010022013001,0022,3001,4,4D
110010059001005,0059,1005,2,2C
110010082002010,0082,2010,6,6C
110010093013011,0093,3011,5,5B
110010010022005,0010,2005,3,3C
110010071001027,0071,1027,6,6B
110010076012007,0076,2007,8,8A
110010087011009,0087,1009,5,5E
110010055003006,0055,3006,2,2A
110010018042001,0018,2001,4,4A
110010040023002,0040,3002,1,1C
110010044002003,0044,2003,1,1B
110010014011005,0014,1005,3,3G
110010074042007,0074,2007,8,8E
110010041002012,0041,2012,2,2D
110010078091003,0078,1003,7,7C
110010062021050,0062,1050,2,2A
110010044001013,0044,1013,1,1B
110010107001021,0107,1021,2,2B
110010065002004,0065,2004,6,6B
110010052011003,0052,1003,2,2F
110010111003038,0111,3038,5,5C
110010001003006,0001,3006,2,2E
110010111001007,0111,1007,5,5C
110010102002021,0102,2021,6,6D
110010015001018,0015,1018,3,3G
110010047021009,0047,1009,6,6E
110010070001015,0070,1015,6,6B
110010048021000,0048,1000,6,6E
110010078082008,0078,2008,7,7C
110010034001003,0034,1003,1,1B
110010084022009,0084,2009,6,6A
110010089031012,0089,1012,5,5D
110010073011119,0073,1119,8,8D
110010071002011,0071,2011,6,6B
110010007011005,0007,1005,3,3C
110010047021011,0047,1011,6,6E
110010095033004,0095,3004,5,5B
110010095071005,0095,1005,4,4B
110010053013003,0053,3003,2,2B
110010096021015,0096,1015,7,7D
110010103003001,0103,3001,4,4B
110010013011014,0013,1014,3,3F
110010081002006,0081,2006,6,6A
110010074061001,0074,1001,8,8C
110010067003009,0067,3009,6,6B
110010004001014,0004,1014,3,3C
110010056002012,0056,2012,2,2A
110010014012013,0014,2013,3,3G
110010016002009,0016,2009,4,4A
110010094003010,0094,3010,5,5C
110010107001031,0107,1031,2,2B
110010099051004,0099,1004,7,7E
110010055001016,0055,1016,2,2B
110010016003013,0016,3013,4,4A
110010014011008,0014,1008,3,3G
110010067003006,0067,3006,6,6B
110010017021009,0017,1009,4,4B
110010025021002,0025,1002,4,4C
110010105002014,0105,2014,6,6D
110010016001005,0016,1005,4,4A
110010028022005,0028,2005,1,1A
110010002022008,0002,2008,2,2E
110010096021004,0096,1004,7,7D
110010111003039,0111,3039,5,5C
110010075031002,0075,1002,8,8A
110010071001003,0071,1003,6,6B
110010062021024,0062,1024,2,2C
110010046002000,0046,2000,5,5E
110010021026006,0021,6006,4,4D
110010010015005,0010,5005,3,3E
110010098021001,0098,1001,8,8E
110010021026002,0021,6002,4,4D
110010011002004,0011,2004,3,3E
110010003003005,0003,3005,2,2E
110010095041006,0095,1006,5,5B
110010096041005,0096,1005,7,7D
110010002022005,0002,2005,2,2E
110010074011014,0074,1014,8,8A
110010044001008,0044,1008,1,1B
110010022012004,0022,2004,4,4D
110010092032010,0092,2010,5,5E
110010070002004,0070,2004,6,6B
110010020021016,0020,1016,4,4C
110010005021001,0005,1001,3,3C
110010070002002,0070,2002,6,6B
110010078071008,0078,1008,7,7C
110010018041000,0018,1000,4,4A
110010083021018,0083,1018,6,6C
110010012004012,0012,4012,3,3F
110010056001006,0056,1006,2,2A
110010079011000,0079,1000,6,6A
110010013013001,0013,3001,3,3F
110010073011027,0073,1027,8,8C
110010091023001,0091,3001,5,5C
110010080012005,0080,2005,6,6A
110010076014001,0076,4001,8,8A
110010049012008,0049,2008,6,6E
110010007011006,0007,1006,3,3C
110010039001000,0039,1000,1,1C
110010095011008,0095,1008,5,5A
110010038003000,0038,3000,1,1C
110010101001024,0101,1024,2,2C
110010083021017,0083,1017,6,6C
110010088031005,0088,1005,5,5D
110010009022038,0009,2038,3,3D
110010104001003,0104,1003,8,8C
110010046002012,0046,2012,5,5E
110010039002000,0039,2000,1,1C
110010049022012,0049,2012,2,2F
110010088041003,0088,1003,5,5D
110010062021120,0062,1120,6,6C
110010072002062,0072,2062,6,6D
110010073011075,0073,1075,8,8D
110010094004002,0094,4002,5,5B
110010075041006,0075,1006,8,8B
110010018042000,0018,2000,4,4A
110010093021000,0093,1000,5,5B
110010021026008,0021,6008,4,4D
110010073011126,0073,1126,8,8C
110010016004018,0016,4018,4,4A
110010075032001,0075,2001,8,8A
110010021025002,0021,5002,4,4D
110010097001008,0097,1008,8,8E
110010009013021,0009,3021,3,3D
110010109002012,0109,2012,8,8D
110010077082021,0077,2021,7,7B
110010048011009,0048,1009,6,6E
110010056002000,0056,2000,2,2A
110010106002046,0106,2046,6,6C
110010072002055,0072,2055,6,6D
110010089042000,0089,2000,5,5D
110010106002050,0106,2050,6,6C
110010073011100,0073,1100,8,8D
110010106002049,0106,2049,6,6C
110010075031003,0075,1003,8,8A
110010047021018,0047,1018,6,6E
110010095041013,0095,1013,5,5B
110010005011002,0005,1002,3,3C
110010088042013,0088,2013,5,5D
110010097001002,0097,1002,8,8E
110010044002005,0044,2005,1,1B
110010018043004,0018,3004,4,4A
110010098112004,0098,2004,8,8D
110010019022008,0019,2008,4,4B
110010026002009,0026,2009,4,4A
110010001004009,0001,4009,2,2E
110010070002020,0070,2020,6,6B
110010079031002,0079,1002,7,7D
110010106002000,0106,2000,6,6C
110010022011008,0022,1008,4,4D
110010077032004,0077,2004,7,7F
110010062021010,0062,1010,6,6C
110010096031006,0096,1006,7,7F
110010087012000,0087,2000,5,5E
110010072001010,0072,1010,6,6D
110010073011139,0073,1139,8,8C
110010069001003,0069,1003,6,6B
110010015001007,0015,1007,3,3G
110010029001006,0029,1006,1,1A
110010046002011,0046,2011,5,5E
110010099051012,0099,1012,7,7E
110010008013004,0008,3004,3,3D
110010077092014,0077,2014,7,7B
110010009013007,0009,3007,3,3D
110010097001006,0097,1006,8,8E
110010053014001,0053,4001,2,2B
110010029002007,0029,2007,1,1A
110010023021020,0023,1020,5,5A
110010056002018,0056,2018,2,2A
110010001003004,0001,3004,2,2E
110010111001018,0111,1018,5,5C
110010020023000,0020,3000,4,4C
110010062021219,0062,1219,2,2A
110010035001005,0035,1005,1,1B
110010010012005,0010,2005,3,3E
110010073041005,0073,1005,8,8E
110010093013018,0093,3018,5,5B
110010095013011,0095,3011,5,5A
110010096021013,0096,1013,7,7D
110010010012010,0010,2010,3,3E
110010087021001,0087,1001,5,5E
110010079031013,0079,1013,7,7D
110010073011058,0073,1058,8,8D
110010011001022,0011,1022,3,3G
110010011001013,0011,1013,3,3G
110010015002003,0015,2003,3,3G
110010021024000,0021,4000,4,4B
110010014012015,0014,2015,3,3G
110010081001005,0081,1005,6,6A
110010110001002,0110,1002,6,6D
110010082002012,0082,2012,6,6C
110010076042007,0076,2007,7,7B
110010104002025,0104,2025,8,8C
110010072001016,0072,1016,6,6D
110010084101006,0084,1006,6,6A
110010098032005,0098,2005,8,8C
110010077091031,0077,1031,7,7B
110010096031000,0096,1000,7,7D
110010038002001,0038,2001,1,1C
110010111003040,0111,3040,5,5C
110010065001009,0065,1009,6,6B
110010008013009,0008,3009,3,3D
110010018032002,0018,2002,4,4A
110010098033001,0098,3001,8,8C
110010072001025,0072,1025,6,6D
110010091022018,0091,2018,5,5C
110010062021114,0062,1114,2,2C
110010068022010,0068,2010,6,6B
110010013012007,0013,2007,3,3F
110010080022014,0080,2014,6,6A
110010099053004,0099,3004,7,7E
110010076015017,0076,5017,8,8A
110010105002019,0105,2019,6,6D
110010022012006,0022,2006,4,4D
110010078061005,0078,1005,7,7C
110010080022009,0080,2009,6,6A
110010022022005,0022,2005,4,4C
110010047012004,0047,2004,6,6E
110010062021154,0062,1154,2,2C
110010099041007,0099,1007,7,7E
110010107001020,0107,1020,2,2B
110010107002005,0107,2005,2,2B
110010078091004,0078,1004,7,7C
110010001004004,0001,4004,2,2E
110010075031008,0075,1008,8,8A
110010076013000,0076,3000,8,8A
110010082001000,0082,1000,6,6C
110010072002056,0072,2056,6,6D
110010010023001,0010,3001,3,3E
110010062021221,0062,1221,2,2A
110010001004042,0001,4042,2,2E
110010082002014,0082,2014,6,6C
110010039003003,0039,3003,1,1C
110010004002018,0004,2018,3,3C
110010010012022,0010,2022,3,3E
110010081001006,0081,1006,6,6A
110010102002001,0102,2001,6,6D
110010008022003,0008,2003,3,3D
110010072002033,0072,2033,6,6D
110010011003006,0011,3006,3,3G
110010074092002,0074,2002,8,8B
110010015001009,0015,1009,3,3G
110010062021158,0062,1158,2,2A
110010014012016,0014,2016,3,3G
110010105002004,0105,2004,6,6D
110010074011018,0074,1018,8,8C
110010009012011,0009,2011,3,3D
110010093014000,0093,4000,5,5B
110010011002014,0011,2014,3,3E
110010078062002,0078,2002,7,7C
110010074041000,0074,1000,8,8E
110010103001017,0103,1017,4,4B
110010065001002,0065,1002,6,6B
110010007023000,0007,3000,3,3B
110010002023008,0002,3008,2,2E
110010099022008,0099,2008,7,7E
110010058002012,0058,2012,2,2C
110010078061015,0078,1015,7,7C
110010010012002,0010,2002,3,3E
110010058002016,0058,2016,2,2C
110010010012003,0010,2003,3,3E
110010099021010,0099,1010,7,7E
110010011004022,0011,4022,3,3E
110010048011016,0048,1016,6,6E
110010026002029,0026,2029,4,4A
110010093012010,0093,2010,5,5B
110010008021008,0008,1008,3,3D
110010009013018,0009,3018,3,3D
110010062021207,0062,1207,6,6D
110010062021003,0062,1003,6,6C
110010024002014,0024,2014,4,4C
110010065002011,0065,2011,6,6B
110010008013032,0008,3032,3,3D
110010111001004,0111,1004,5,5C
110010026002007,0026,2007,4,4A
110010062021075,0062,1075,2,2A
110010064002008,0064,2008,6,6D
110010074011022,0074,1022,8,8A
110010071001011,0071,1011,6,6B
110010012004019,0012,4019,3,3E
110010012004021,0012,4021,3,3F
110010019014007,0019,4007,4,4B
110010078071014,0078,1014,7,7C
