X,Y,OBJECTID,BBL_LICENSE_FACT_ID,LICENSESTATUS,LICENSECATEGORY,CUST_NUM,TRADE_NAME,LICENSE_START_DATE,LICENSE_EXPIRATION_DATE,LICENSE_ISSUE_DATE,AGENT_PHONE,LASTMODIFIEDDATE,CITY,STATE,SITEADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
-77.039388813514975,38.905407769420094,18207038,363363,CANCELLED,Charitable Solicitation,68006261,AMERICANS FOR PROSPERITY FOUNDATION,2012-10-01T00:00:00.000Z,2014-09-30T00:00:00.000Z,2014-08-22T00:00:00.000Z,8009279800,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1726 M STREET NW,38.9054003159,-77.0393865176,396583.72,137505.48,20036,241792,85071,85071,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.039388813514975,38.905407769420094,18207039,363364,CANCELLED,Charitable Solicitation,68006322,AMERICANS FOR PROSPERITY,2012-10-01T00:00:00.000Z,2014-09-30T00:00:00.000Z,2014-08-27T00:00:00.000Z,8009279800,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1726 M STREET NW,38.9054003159,-77.0393865176,396583.72,137505.48,20036,241792,85071,85071,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.040818914430758,38.899626795904148,18207051,363379,CANCELLED,Charitable Solicitation,69002957,WEBSTER CHAMBERLAIN & BEAN,2011-04-01T00:00:00.000Z,2013-03-31T00:00:00.000Z,2014-01-28T00:00:00.000Z,2027859500,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1747 PENNSYLVANIA AVENUE NW,38.8996193436,-77.0408166184,396459.39,136863.8,20006,279374,121441,121441,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.032290152413026,38.911304559158665,18207056,363425,CANCELLED,Charitable Solicitation,70105865,INFINITY WELLNESS FOUNDATION,2012-07-01T00:00:00.000Z,2014-06-30T00:00:00.000Z,2014-06-23T00:00:00.000Z,2028124241,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1401 Q STREET NW,38.9112971042,-77.0322878583,397199.67,138159.83,20009,300327,298545,298314,2,2F,2F01,THIRD,301,7,NONE,NONE,NONE,NONE
-77.026106855065208,38.982236593258904,18207062,362294,CANCELLED,Gasoline Dealer,70108349,SURRIYA CORPORATION INC,2012-10-01T00:00:00.000Z,2014-09-30T00:00:00.000Z,2014-02-11T00:00:00.000Z,2022445890,2017-06-20T15:10:38.000Z,WASHINGTON,DC,7605 GEORGIA AVENUE NW,38.9822291238,-77.0261045585,397738.2,146033.75,20012,253716,96900,96900,4,4B,4B01,FOURTH,401,17,NONE,NONE,NONE,NONE
-77.013924790750579,38.96978498068647,18207072,362690,CANCELLED,Solid Waste Vehicle,39501175,URBAN SERVICE SYSTEM CORPORATION,2012-03-01T00:00:00.000Z,2014-02-28T00:00:00.000Z,2014-01-31T00:00:00.000Z,2022345926,2017-06-20T15:10:38.000Z,WASHINGTON,DC,212 VAN BUREN STREET NW,38.9697775132,-77.0139224987,398793.49,144651.27,20012,245457,88390,88390,4,4B,4B07,FOURTH,406,19,NONE,NONE,NONE,NONE
-77.063968994721051,38.907689521940569,18207131,363758,CANCELLED,General Business Licenses,400313901991,"Bloomers LLC; Kim Putens",2013-05-01T00:00:00.000Z,2015-04-30T00:00:00.000Z,2014-04-02T00:00:00.000Z,571-312-0852,2017-06-20T15:10:38.000Z,WASHINGTON,DC,3210 O STREET NW,38.9076820689,-77.0639666911,394451.88,137759.98,20007,272128,115281,115281,2,2E,2E03,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
-77.048316162437331,38.916024535459663,18207132,363759,CANCELLED,General Business Licenses,400313902025,"Thrifty Measures; Paul F. LeBlanc",2013-05-01T00:00:00.000Z,2015-04-30T00:00:00.000Z,2014-04-04T00:00:00.000Z,917-535-9535,2017-06-20T15:10:38.000Z,WASHINGTON,DC,2144 CALIFORNIA STREET NW,38.9160170801,-77.0483138631,395810.01,138684.4,20008,218640,61829,61829,2,2D,2D02,SECOND,208,1,NONE,NONE,NONE,NONE
-77.013827206346178,38.906956631714607,18207137,363766,CANCELLED,General Business Licenses,400313902192,"A.R.E. DELICATE FACES, LLC",2013-06-01T00:00:00.000Z,2015-05-31T00:00:00.000Z,2014-03-11T00:00:00.000Z,2029051023,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1226 KIRBY STREET NW,38.9069491769,-77.0138249181,398800.89,137676.77,20001,238318,81611,81611,6,6C,6C02,FIFTH,501,21,NONE,NONE,NONE,NONE
-77.024032538804875,38.938895067459974,18207147,363778,CANCELLED,General Business Licenses,400313902509,"we are the robots; Guy Barker",2013-07-01T00:00:00.000Z,2015-06-30T00:00:00.000Z,2014-01-27T00:00:00.000Z,202-643-6616,2017-06-20T15:10:38.000Z,WASHINGTON,DC,821 RANDOLPH STREET NW,38.9388876066,-77.0240302455,397916.66,141222.39,20011,252542,95724,95724,4,4C,4C08,FOURTH,407,18,NONE,NONE,NONE,NONE
-77.013924790750579,38.96978498068647,18207152,362699,CANCELLED,Solid Waste Vehicle,39801867,URBAN SERVICE SYSTEMS CORPORATION,2012-03-01T00:00:00.000Z,2014-02-28T00:00:00.000Z,2014-01-31T00:00:00.000Z,2025432000,2017-06-20T15:10:38.000Z,WASHINGTON,DC,212 VAN BUREN STREET NW,38.9697775132,-77.0139224987,398793.49,144651.27,20012,245457,88390,88390,4,4B,4B07,FOURTH,406,19,NONE,NONE,NONE,NONE
-77.046645884305761,38.915428952446469,18207256,363431,CANCELLED,Charitable Solicitation,70109494,POLARIS PROJECT,2012-11-01T00:00:00.000Z,2014-10-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,2027451001,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1832 CONNECTICUT AVENUE NW,38.9154214972,-77.0466435855,395954.83,138618.21,20009,299900,181296,181296,2,2D,2D02,SECOND,208,1,NONE,NONE,NONE,NONE
-76.972940322147423,38.934301615212355,18207259,363435,CANCELLED,Charitable Solicitation,70110340,LA TRENZA LEADERSHIP,2012-12-01T00:00:00.000Z,2014-11-30T00:00:00.000Z,2014-12-08T00:00:00.000Z,2028310522,2017-06-20T15:10:38.000Z,WASHINGTON,DC,2226 NEWTON STREET NE,38.9342941534,-76.9729380448,402346.33,140712.55,20018,49931,19712,19712,5,5A,5A11,FIFTH,503,24,NONE,NONE,NONE,NONE
-77.063044296872761,38.903082702073299,18207560,363461,CANCELLED,General Business Licenses,400311004874,SAIMA SAYS DESIGN LLC,2011-04-01T00:00:00.000Z,2013-03-31T00:00:00.000Z,2014-06-23T00:00:00.000Z,2029698223,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1010 WISCONSIN AVENUE NW,38.9030752499,-77.0630419938,394531.73,137248.53,20007,278784,120852,120852,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
-77.064495896365003,38.908971390574138,18207562,363464,CANCELLED,General Business Licenses,400311004884,LUDLOW CREATIONS LLC,2013-04-01T00:00:00.000Z,2015-03-31T00:00:00.000Z,2014-06-23T00:00:00.000Z,2022987771,2017-06-20T15:10:38.000Z,WASHINGTON,DC,3235 P STREET NW,38.9089639373,-77.0644935925,394406.28,137902.31,20007,272590,115384,115384,2,2E,2E03,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
-77.035814762585716,38.916809788427386,18207563,363465,CANCELLED,General Business Licenses,400311004886,MODLIFE DESIGN LLC,2011-04-01T00:00:00.000Z,2013-03-31T00:00:00.000Z,2014-06-23T00:00:00.000Z,2025288546,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1532 U STREET NW,38.9168023325,-77.035812467,396894.22,138771.07,20009,242095,85356,85356,2,2B,2B09,THIRD,301,6,NONE,NONE,NONE,NONE
-77.032541341913458,38.896539255954032,18207567,363469,CANCELLED,General Business Licenses,400311004905,PINCHAS LTD.,2013-04-01T00:00:00.000Z,2015-03-31T00:00:00.000Z,2014-08-20T00:00:00.000Z,8882373410,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1455 PENNSYLVANIA AVENUE NW,38.896531804,-77.0325390486,397177.3,136520.77,20004,299578,135253,135253,2,2F,2F03,SECOND,207,8,NONE,NONE,NONE,DOWNTOWN BID
-77.013924790750579,38.96978498068647,18207641,362644,CANCELLED,Solid Waste Collection,68007085,URBAN SERVICES SYSTEMS CORPORATION,2012-11-01T00:00:00.000Z,2014-10-31T00:00:00.000Z,2014-10-03T00:00:00.000Z,2025432000,2017-06-20T15:10:38.000Z,WASHINGTON,DC,212 VAN BUREN STREET NW,38.9697775132,-77.0139224987,398793.49,144651.27,20012,245457,88390,88390,4,4B,4B07,FOURTH,406,19,NONE,NONE,NONE,NONE
-77.048580666782144,38.90466598410196,18207664,357730,ACTIVE,Swimming Pool,68004187,22 WEST A CONDOMINIUM,2008-06-01T00:00:00.000Z,2010-05-31T00:00:00.000Z,2014-04-29T00:00:00.000Z,2027371000,2017-06-20T15:10:35.000Z,WASHINGTON,DC,1177 22ND STREET NW,38.9046585311,-77.0485783681,395786.4,137423.52,20037,303055,409973,352860,2,2A,2A02,SECOND,207,5,NONE,NONE,NONE,NONE
-77.035030125183638,38.905391321135042,18210731,360760,ACTIVE,Restaurant,66004435,CARIBOU COFFEE COMPANY INC,2012-07-01T00:00:00.000Z,2014-06-30T00:00:00.000Z,2014-10-30T00:00:00.000Z,2022233233,2017-06-20T15:10:37.000Z,WASHINGTON,DC,1156 15TH STREET NW,38.9053838674,-77.0350278306,396961.78,137503.5,20005,242325,85264,85264,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,DOWNTOWN BID
-76.94438653164336,38.870187862462508,18210814,362274,CANCELLED,Gasoline Dealer,66005921,"FORT DUPONT, INC.",2014-09-01T00:00:00.000Z,2016-08-31T00:00:00.000Z,2014-10-23T00:00:00.000Z,2025826165,2017-06-20T15:10:37.000Z,WASHINGTON,DC,4101 ALABAMA AVENUE SE,38.8701804125,-76.944384267,404826.34,133596.53,20019,278474,120579,120579,7,7B,7B07,SIXTH,605,34,NONE,NONE,NONE,NONE
-77.038828659953751,38.903370717679486,18211054,361980,CANCELLED,Employment Agency,100214000003,"CTI Global Solutions, Inc.; Dee Carroll",2014-01-01T00:00:00.000Z,2015-12-31T00:00:00.000Z,2014-02-11T00:00:00.000Z,2022043045,2017-06-20T15:10:37.000Z,WASHINGTON,DC,1050 17TH STREET NW,38.9033632645,-77.0388263643,396632.21,137279.33,20036,278801,121186,121186,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.064325890298534,38.905326435264229,18211689,360663,ACTIVE,Restaurant,69003643,GBP LLC,2009-05-01T00:00:00.000Z,2011-04-30T00:00:00.000Z,2014-01-22T00:00:00.000Z,2023378269,2017-06-20T15:10:37.000Z,WASHINGTON,DC,3245 M STREET NW,38.9053189827,-77.0643235867,394420.74,137497.68,20007,271985,114800,114800,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
-76.977041564578371,38.90039675238242,18211914,363295,CANCELLED,General Business Licenses,400312001480,B R A C E &  C U S P,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-05-13T00:00:00.000Z,,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1812 H STREET NE,38.9003892975,-76.9770392881,401991.69,136948.73,20002,55643,32912,32912,5,5B,5B11,FIFTH,507,23,NONE,NONE,NONE,NONE
-77.032297442246858,38.899650001792182,18211915,363296,CANCELLED,General Business Licenses,400312001491,,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-12-08T00:00:00.000Z,8002462677,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1401 NEW YORK AVENUE NW,38.8997922607,-77.0323218467,397198.58,136866.08,20005,279128,121246,121246,2,2F,2F03,SECOND,207,8,NONE,NONE,NONE,DOWNTOWN BID
-77.101778187377093,38.92562587046887,18211916,363299,CANCELLED,General Business Licenses,400312001535,,2012-07-01T00:00:00.000Z,2014-06-30T00:00:00.000Z,2014-07-14T00:00:00.000Z,2024608887,2017-06-20T15:10:38.000Z,WASHINGTON,DC,5125 MACARTHUR BOULEVARD NW,38.9256184152,-77.1017758711,391174.74,139754.04,20016,224084,67409,67409,3,3D,3D05,SECOND,205,13,NONE,NONE,NONE,NONE
-77.044254291238076,38.91169241287141,18211996,363303,CANCELLED,General Business Licenses,400312001554,L2 FEDERAL RESOURCES L.L.C.,2012-07-01T00:00:00.000Z,2014-06-30T00:00:00.000Z,2014-06-23T00:00:00.000Z,,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1611 CONNECTICUT AVENUE NW,38.9116849583,-77.0442519934,396162.04,138203.32,20009,243022,86281,86281,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,NONE
-77.040906504428833,38.89998727989272,18211997,363305,CANCELLED,General Business Licenses,400312001611,"PRC, LLC",2012-07-01T00:00:00.000Z,2014-06-30T00:00:00.000Z,2014-07-02T00:00:00.000Z,2027419400,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1750 H STREET NW,38.8999798275,-77.0409042083,396451.81,136903.82,20006,218471,61596,61596,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-76.976419135444672,38.871853117656222,18211999,363311,CANCELLED,General Business Licenses,400312001649,,2012-07-01T00:00:00.000Z,2014-06-30T00:00:00.000Z,2014-07-09T00:00:00.000Z,,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1921 P STREET SE,38.8718456686,-76.9764168609,402046.5,133780.18,20020,54002,28296,28296,8,8A,8A01,SIXTH,607,34,NONE,NONE,NONE,NONE
-77.080577682969661,38.953672990296958,18212000,363657,CANCELLED,General Business Licenses,400312900348,Jennifer L Carden,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-04-04T00:00:00.000Z,202-657-4633,2017-06-20T15:10:38.000Z,WASHINGTON,DC,4906 41ST STREET NW,38.9536655286,-77.0805753714,393015.84,142865.68,20016,264505,107326,107326,3,3E,3E04,SECOND,202,11,NONE,NONE,NONE,NONE
-76.984679226908909,38.900047037832806,18212002,363661,CANCELLED,General Business Licenses,400312900384,The Elroy,2014-04-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,2014-07-30T00:00:00.000Z,2022883516,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1423 H STREET NE,38.9000395833,-76.9846769481,401329.18,136909.77,20002,286175,125032,125032,6,6A,6A06,FIRST,104,25,NONE,NONE,NONE,NONE
-76.995237734259021,38.880190601660551,18212008,363669,CANCELLED,General Business Licenses,400312900483,"tabula rasa; Amanda Clarke",2012-05-01T00:00:00.000Z,2014-04-30T00:00:00.000Z,2014-04-03T00:00:00.000Z,202-487-6332,2017-06-20T15:10:38.000Z,WASHINGTON,DC,731 8TH STREET SE,38.8801831516,-76.9952354534,400413.41,134705.45,20003,78285,51154,51154,6,6B,6B03,FIRST,106,26,NONE,NONE,NONE,CAPITOL HILL BID
-77.001319266745597,38.875223461873659,18212010,363671,CANCELLED,General Business Licenses,400312900528,"Sassapress LLC; Barbra Ignatiev",2012-05-01T00:00:00.000Z,2014-04-30T00:00:00.000Z,2014-05-14T00:00:00.000Z,414-510-7687,2017-06-20T15:10:38.000Z,WASHINGTON,DC,301 TINGEY STREET SE,38.875216013,-77.0013169843,399885.72,134154.05,20003,307282,445910,382722,6,6D,6D07,FIRST,106,27,NONE,NONE,NONE,CAPITOL RIVERFRONT BID
-76.982610919166987,38.924303416808307,18212071,363617,CANCELLED,General Business Licenses,400312000487,"HERITAGE MAINTENANCE COMPANY, INC/HERTIAGE TECHNOLOGY",2012-01-01T00:00:00.000Z,2013-12-31T00:00:00.000Z,2014-09-10T00:00:00.000Z,2023878324,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1503 EVARTS STREET NE,38.9242959574,-76.9826086395,401508.08,139602.46,20018,62443,38149,38149,5,5B,5B01,FIFTH,505,22,NONE,NONE,NONE,NONE
-77.005878172394674,38.927089795466117,18212079,363629,CANCELLED,General Business Licenses,400312000657,API,2012-02-01T00:00:00.000Z,2014-01-31T00:00:00.000Z,2014-03-21T00:00:00.000Z,2025723100,2017-06-20T15:10:38.000Z,WASHINGTON,DC,111 MICHIGAN AVENUE NE,38.9270823362,-77.0058758851,399490.49653,139911.64459,,0,152004,152004,5,5C,5C09,FOURTH,405,21,NONE,NONE,NONE,NONE
-77.037898171811392,38.902930244383604,18212080,363630,CANCELLED,General Business Licenses,400312000769,,2012-03-01T00:00:00.000Z,2014-02-28T00:00:00.000Z,2014-07-15T00:00:00.000Z,2028350680,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1629 K STREET NW,38.9029227913,-77.0378958765,396712.9,137230.4,20006,242031,84978,84978,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.063732584260563,38.904658160367902,18212081,363631,CANCELLED,General Business Licenses,400312000802,ZOOMSYSTEMS,2012-03-01T00:00:00.000Z,2014-02-28T00:00:00.000Z,2014-03-21T00:00:00.000Z,8007671553,2017-06-20T15:10:38.000Z,WASHINGTON,DC,3222 M STREET NW,38.9046507079,-77.0637302809,394472.15,137423.46,20007,275795,117972,117972,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
-77.019642549206964,38.905115122352043,18212086,363678,CANCELLED,General Business Licenses,400312900640,"Group CTI; Julio Murillo",2012-05-01T00:00:00.000Z,2014-04-30T00:00:00.000Z,2014-05-14T00:00:00.000Z,202-247-7328,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1127 6TH STREET NW,38.9051076681,-77.0196402593,398296.45,137472.44,20001,302480,264324,264511,6,2C,2C04,THIRD,308,8,NONE,NONE,NONE,NONE
-77.037074644971753,38.909075285226564,18212188,362936,CANCELLED,Charitable Solicitation,65004694,"WIRELESS FOUNDATION, THE",2011-08-01T00:00:00.000Z,2013-07-31T00:00:00.000Z,2014-06-24T00:00:00.000Z,2025723100,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1400 16TH STREET NW,38.9090678309,-77.0370723495,396784.61,137912.52,20036,242015,84962,84962,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,NONE
-77.040916130546321,38.910538669903069,18212192,362944,CANCELLED,Charitable Solicitation,65990715,WASHINGTON ARCHITECTURAL FOUNDATION,2011-09-01T00:00:00.000Z,2013-08-31T00:00:00.000Z,2014-07-15T00:00:00.000Z,9999999999,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1777 CHURCH STREET NW,38.9105312154,-77.0409138338,396451.5,138075.11,20036,225921,68951,68951,2,2B,2B07,SECOND,208,6,NONE,NONE,NONE,NONE
-77.010686040522231,38.895397435746602,18212199,363314,CANCELLED,General Business Licenses,400312001711,CHERRY BLOSSOM INC OF MARYLAND,2012-07-01T00:00:00.000Z,2014-06-30T00:00:00.000Z,2014-12-05T00:00:00.000Z,2025479135,2017-06-20T15:10:38.000Z,WASHINGTON,DC,415 NEW JERSEY AVENUE NW,38.8953899832,-77.010683754,399073.19,136393.57,20001,237162,80463,80463,6,6C,6C08,FIRST,103,8,NONE,NONE,NONE,DOWNTOWN BID
-76.991776790092544,38.903095460513882,18212200,363315,CANCELLED,General Business Licenses,400312001720,MUSEUM HOPPER & SHUTTLE LLC,2012-07-01T00:00:00.000Z,2014-06-30T00:00:00.000Z,2014-07-14T00:00:00.000Z,3019749841,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1016 11TH STREET NE,38.9030880057,-76.9917745089,400713.48,137248.09,20002,75592,49392,49392,6,6A,6A01,FIRST,104,25,NONE,NONE,NONE,NONE
-76.989971180019452,38.884950660841149,18212203,363320,CANCELLED,General Business Licenses,400312001926,APTLY NOTED,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-07-28T00:00:00.000Z,,2017-06-20T15:10:38.000Z,WASHINGTON,DC,316 12TH STREET SE,38.8849432096,-76.9899689005,400870.32,135233.89,20003,150632,59027,59027,6,6B,6B06,FIRST,107,26,NONE,NONE,NONE,NONE
-77.046877445763428,38.907047136957978,18212266,363264,CANCELLED,General Business Licenses,400312001057,"JANNUCCI SHOCKLEY VENTURES, LLC",2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-03-10T00:00:00.000Z,,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1280 21ST STREET NW,38.9070396834,-77.0468751474,395934.27,137687.77,20036,226628,69350,69350,2,2B,2B06,SECOND,208,5,NONE,NONE,NONE,NONE
-76.984411253159124,38.897148291442782,18212268,363266,CANCELLED,General Business Licenses,400312001075,SANS-FRONTIERE GLOBAL CONSULTING,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-04-08T00:00:00.000Z,2027055329,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1427 F STREET NE,38.8971408375,-76.9844089746,401352.48,136587.99,20002,63867,39155,39155,6,6A,6A06,FIRST,108,25,NONE,NONE,NONE,NONE
-77.019031430076424,38.881480500556457,18212271,363271,CANCELLED,General Business Licenses,400312001157,MANAGEMENT DEVELOPMENT CORPORATION,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-04-15T00:00:00.000Z,2026291716,2017-06-20T15:10:38.000Z,WASHINGTON,DC,503 G STREET SW,38.8814730511,-77.0190291418,398348.91,134848.8,20024,14691,9236,9236,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,NONE
-77.026487721338071,38.89871900806348,18212273,363275,CANCELLED,General Business Licenses,400312001211,EXPORT CONTROL RESOURCES LLC,2012-05-01T00:00:00.000Z,2014-04-30T00:00:00.000Z,2014-03-27T00:00:00.000Z,,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1001 G STREET NW,38.8987115554,-77.0264854298,397702.51,136762.57,20001,239369,82404,82404,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
-77.082999192475512,38.956277929591906,18212276,363279,CANCELLED,General Business Licenses,400312001261,"COMPUTING TECHNOLOGIES, INC",2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-03-07T00:00:00.000Z,,2017-06-20T15:10:38.000Z,WASHINGTON,DC,5101 WISCONSIN AVENUE NW,38.9562704674,-77.08299688,392806.21,143155.04,20016,266465,109629,109629,3,3E,3E04,SECOND,202,11,NONE,NONE,NONE,NONE
-77.045383756971248,38.904592049996154,18212278,363282,CANCELLED,General Business Licenses,400312001276,GEORGIA 3218 LLC,2012-05-01T00:00:00.000Z,2014-04-30T00:00:00.000Z,2014-03-21T00:00:00.000Z,2024576710,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1120 20TH STREET NW,38.9045845969,-77.0453814592,396063.69,137415.17,20036,240941,83892,83892,2,2A,2A02,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.027991745080598,38.94593101190145,18212279,363283,CANCELLED,General Business Licenses,400312001303,NIKUS JEWELRY DESIGNS,2012-05-01T00:00:00.000Z,2014-04-30T00:00:00.000Z,2014-03-14T00:00:00.000Z,3012198761,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1130 BUCHANAN STREET NW,38.9459235498,-77.0279894501,397573.65,142003.54,20011,252728,95965,95965,4,4C,4C03,FOURTH,404,18,NONE,NONE,NONE,NONE
-77.000945308684578,38.962176268944866,18212283,363329,CANCELLED,General Business Licenses,400312002058,MY BROTHER'S KEEPER TRANSITIONAL LIVING SERVICES INC,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-07-30T00:00:00.000Z,,2017-06-20T15:10:38.000Z,WASHINGTON,DC,400 ONEIDA STREET NE,38.9621688025,-77.0009430211,399918.27,143806.54,20011,28340,15998,15998,4,4B,4B08,FOURTH,406,19,NONE,NONE,NONE,NONE
-77.08537432501997,38.958835287765339,18212287,363334,CANCELLED,General Business Licenses,400312002130,"TJX COMPANIES, INC. (THE)",2012-09-01T00:00:00.000Z,2014-08-31T00:00:00.000Z,2014-09-04T00:00:00.000Z,2025723100,2017-06-20T15:10:38.000Z,WASHINGTON,DC,4350 JENIFER STREET NW,38.9588278252,-77.0853720117,392600.61,143439.12,20015,305103,198583,198583,3,3E,3E03,SECOND,202,11,NONE,NONE,NONE,NONE
-77.049975180223001,38.915979066243381,18212289,363336,CANCELLED,General Business Licenses,400312002144,PRESERVE OUR GREEN SPACE IN SHERIDAN-KALORAMA,2012-09-01T00:00:00.000Z,2014-08-31T00:00:00.000Z,2014-07-03T00:00:00.000Z,2023320183,2017-06-20T15:10:38.000Z,WASHINGTON,DC,2229 CALIFORNIA STREET NW,38.915971611,-77.0499728804,395666.13,138679.43,20008,235019,78328,78328,2,2D,2D01,SECOND,208,1,NONE,NONE,NONE,NONE
-77.024032538804875,38.938895067459974,18212293,363688,CANCELLED,General Business Licenses,400312900743,Grant Barker,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-04-21T00:00:00.000Z,202-596-2024,2017-06-20T15:10:38.000Z,WASHINGTON,DC,821 RANDOLPH STREET NW,38.9388876066,-77.0240302455,397916.66,141222.39,20011,252542,95724,95724,4,4C,4C08,FOURTH,407,18,NONE,NONE,NONE,NONE
-76.996470233366466,38.954460193153309,18212294,363689,CANCELLED,General Business Licenses,400312900754,"SAFEPAC; Bernita Carmichael",2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-11-10T00:00:00.000Z,202-486-4079,2017-06-20T15:10:38.000Z,WASHINGTON,DC,569 INGRAHAM STREET NE,38.9544527281,-76.9964679476,400306.15,142949.99,20011,7197,5524,5524,5,5A,5A02,FOURTH,405,19,NONE,NONE,NONE,NONE
-76.985226403088987,38.903713870084708,18212296,363692,CANCELLED,General Business Licenses,400312900772,"Revolution Promotional Marketing, Inc.; Lindsey Tharp",2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-08-08T00:00:00.000Z,202-333-1144,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1322 ORREN STREET NE,38.9037064149,-76.9852241239,401281.65,137316.81,20002,67648,42002,42002,5,5B,5B08,FIFTH,506,23,NONE,NONE,NONE,NONE
-76.986847461294332,38.899992891527923,18212357,363634,CANCELLED,General Business Licenses,400312000817,"PHELPS & PHELPS CONSULTING, LLC",2012-03-01T00:00:00.000Z,2014-02-28T00:00:00.000Z,2014-05-19T00:00:00.000Z,2022919353,2017-06-20T15:10:38.000Z,WASHINGTON,DC,1341 H STREET NE,38.8999854371,-76.9868451818,401141.1,136903.73,20002,286083,124612,124612,6,6A,6A06,FIRST,104,25,NONE,NONE,NONE,NONE
-77.041285383204098,38.901887550167487,18212362,363642,CANCELLED,General Business Licenses,400312000919,WILLDAN GROUP INC,2012-03-01T00:00:00.000Z,2014-02-28T00:00:00.000Z,2014-04-07T00:00:00.000Z,2025723100,2017-06-20T15:10:38.000Z,WASHINGTON,DC,919 18TH STREET NW,38.9018800974,-77.0412830869,396419.04,137114.78,20006,236720,79385,79385,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
